Period,Number,BigSmall,Color
20260527100004282,6,Big,Red
20260527100004281,7,Big,Green
20260527100004280,5,Big,Green Violet
20260527100004279,2,Small,Red
20260527100004278,3,Small,Green
20260527100004277,7,Big,Green
20260527100004276,1,Small,Green
20260527100004275,4,Small,Red
20260527100004274,4,Small,Red
20260527100004273,8,Big,Red
20260527100004272,9,Big,Green
20260527100004271,5,Big,Green Violet
20260527100004270,0,Small,Red Violet
20260527100004269,2,Small,Red
20260527100004268,2,Small,Red
20260527100004267,4,Small,Red
20260527100004266,4,Small,Red
20260527100004265,7,Big,Green
20260527100004264,1,Small,Green
20260527100004263,1,Small,Green
20260527100004262,5,Big,Green Violet
20260527100004261,6,Big,Red
20260527100004260,4,Small,Red
20260527100004259,6,Big,Red
20260527100004258,9,Big,Green
20260527100004257,1,Small,Green
20260527100004256,1,Small,Green
20260527100004255,1,Small,Green
20260527100004254,7,Big,Green
20260527100004253,6,Big,Red
20260527100004252,0,Small,Red Violet
20260527100004251,7,Big,Green
20260527100004250,2,Small,Red
20260527100004249,7,Big,Green
20260527100004248,8,Big,Red
20260527100004247,3,Small,Green
20260527100004246,7,Big,Green
20260527100004245,8,Big,Red
20260527100004244,9,Big,Green
20260527100004243,8,Big,Red
20260527100004242,9,Big,Green
20260527100004241,8,Big,Red
20260527100004240,8,Big,Red
20260527100004239,1,Small,Green
20260527100004238,0,Small,Red Violet
20260527100004237,3,Small,Green
20260527100004236,1,Small,Green
20260527100004235,0,Small,Red Violet
20260527100004234,1,Small,Green
20260527100004233,2,Small,Red
20260527100004232,6,Big,Red
20260527100004231,1,Small,Green
20260527100004230,7,Big,Green
20260527100004229,0,Small,Red Violet
20260527100004228,4,Small,Red
20260527100004227,9,Big,Green
20260527100004226,6,Big,Red
20260527100004225,5,Big,Green Violet
20260527100004224,3,Small,Green
20260527100004223,6,Big,Red
20260527100004222,9,Big,Green
20260527100004221,3,Small,Green
20260527100004220,6,Big,Red
20260527100004219,8,Big,Red
20260527100004218,2,Small,Red
20260527100004217,3,Small,Green
20260527100004216,3,Small,Green
20260527100004215,7,Big,Green
20260527100004214,0,Small,Red Violet
20260527100004213,3,Small,Green
20260527100004212,4,Small,Red
20260527100004211,3,Small,Green
20260527100004210,4,Small,Red
20260527100004209,0,Small,Red Violet
20260527100004208,1,Small,Green
20260527100004207,7,Big,Green
20260527100004206,0,Small,Red Violet
20260527100004205,4,Small,Red
20260527100004204,1,Small,Green
20260527100004203,3,Small,Green
20260527100004202,6,Big,Red
20260527100004201,5,Big,Green Violet
20260527100004200,3,Small,Green
20260527100004199,7,Big,Green
20260527100004198,9,Big,Green
20260527100004197,8,Big,Red
20260527100004196,4,Small,Red
20260527100004195,6,Big,Red
20260527100004194,6,Big,Red
20260527100004193,8,Big,Red
20260527100004192,5,Big,Green Violet
20260527100004191,3,Small,Green
20260527100004190,8,Big,Red
20260527100004189,4,Small,Red
20260527100004188,7,Big,Green
20260527100004187,0,Small,Red Violet
20260527100004186,4,Small,Red
20260527100004185,2,Small,Red
20260527100004184,1,Small,Green
20260527100004183,4,Small,Red
20260527100004182,4,Small,Red
20260527100004181,0,Small,Red Violet
20260527100004180,9,Big,Green
20260527100004179,4,Small,Red
20260527100004178,4,Small,Red
20260527100004177,3,Small,Green
20260527100004176,9,Big,Green
20260527100004175,9,Big,Green
20260527100004174,0,Small,Red Violet
20260527100004173,6,Big,Red
20260527100004172,0,Small,Red Violet
20260527100004171,8,Big,Red
20260527100004170,6,Big,Red
20260527100004169,1,Small,Green
20260527100004168,6,Big,Red
20260527100004167,2,Small,Red
20260527100004166,4,Small,Red
20260527100004165,2,Small,Red
20260527100004164,9,Big,Green
20260527100004163,9,Big,Green
20260527100004162,7,Big,Green
20260527100004161,1,Small,Green
20260527100004160,5,Big,Green Violet
20260527100004159,7,Big,Green
20260527100004158,9,Big,Green
20260527100004157,5,Big,Green Violet
20260527100004156,6,Big,Red
20260527100004155,0,Small,Red Violet
20260527100004154,0,Small,Red Violet
20260527100004153,7,Big,Green
20260527100004152,4,Small,Red
20260527100004151,6,Big,Red
20260527100004150,3,Small,Green
20260527100004149,4,Small,Red
20260527100004148,3,Small,Green
20260527100004147,1,Small,Green
20260527100004146,5,Big,Green Violet
20260527100004145,8,Big,Red
20260527100004144,3,Small,Green
20260527100004143,1,Small,Green
20260527100004142,2,Small,Red
20260527100004141,8,Big,Red
20260527100004140,5,Big,Green Violet
20260527100004139,8,Big,Red
20260527100004138,1,Small,Green
20260527100004137,2,Small,Red
20260527100004136,2,Small,Red
20260527100004135,2,Small,Red
20260527100004134,7,Big,Green
20260527100004133,7,Big,Green
20260527100004132,3,Small,Green
20260527100004131,8,Big,Red
20260527100004130,4,Small,Red
20260527100004129,7,Big,Green
20260527100004128,2,Small,Red
20260527100004127,6,Big,Red
20260527100004126,8,Big,Red
20260527100004125,7,Big,Green
20260527100004124,7,Big,Green
20260527100004123,4,Small,Red
20260527100004122,8,Big,Red
20260527100004121,4,Small,Red
20260527100004120,4,Small,Red
20260527100004119,3,Small,Green
20260527100004118,1,Small,Green
20260527100004117,4,Small,Red
20260527100004116,3,Small,Green
20260527100004115,6,Big,Red
20260527100004114,8,Big,Red
20260527100004113,8,Big,Red
20260527100004112,7,Big,Green
20260527100004111,6,Big,Red
20260527100004110,5,Big,Green Violet
20260527100004109,6,Big,Red
20260527100004108,8,Big,Red
20260527100004107,0,Small,Red Violet
20260527100004106,6,Big,Red
20260527100004105,7,Big,Green
20260527100004104,5,Big,Green Violet
20260527100004103,4,Small,Red
20260527100004102,2,Small,Red
20260527100004101,1,Small,Green
20260527100004100,1,Small,Green
20260527100004099,5,Big,Green Violet
20260527100004098,5,Big,Green Violet
20260527100004097,3,Small,Green
20260527100004096,4,Small,Red
20260527100004095,2,Small,Red
20260527100004094,4,Small,Red
20260527100004093,3,Small,Green
20260527100004092,0,Small,Red Violet
20260527100004091,0,Small,Red Violet
20260527100004090,8,Big,Red
20260527100004089,5,Big,Green Violet
20260527100004088,2,Small,Red
20260527100004087,2,Small,Red
20260527100004086,3,Small,Green
20260527100004085,4,Small,Red
20260527100004084,8,Big,Red
20260527100004083,2,Small,Red
20260527100004082,1,Small,Green
20260527100004081,7,Big,Green
20260527100004080,5,Big,Green Violet
20260527100004079,3,Small,Green
20260527100004078,8,Big,Red
20260527100004077,8,Big,Red
20260527100004076,2,Small,Red
20260527100004075,2,Small,Red
20260527100004074,0,Small,Red Violet
20260527100004073,7,Big,Green
20260527100004072,3,Small,Green
20260527100004071,9,Big,Green
20260527100004070,6,Big,Red
20260527100004069,4,Small,Red
20260527100004068,3,Small,Green
20260527100004067,5,Big,Green Violet
20260527100004066,5,Big,Green Violet
20260527100004065,1,Small,Green
20260527100004064,8,Big,Red
20260527100004063,8,Big,Red
20260527100004062,3,Small,Green
20260527100004061,8,Big,Red
20260527100004060,3,Small,Green
20260527100004059,7,Big,Green
20260527100004058,6,Big,Red
20260527100004057,8,Big,Red
20260527100004056,4,Small,Red
20260527100004055,6,Big,Red
20260527100004054,5,Big,Green Violet
20260527100004053,5,Big,Green Violet
20260527100004052,0,Small,Red Violet
20260527100004051,0,Small,Red Violet
20260527100004050,7,Big,Green
20260527100004049,5,Big,Green Violet
20260527100004048,6,Big,Red
20260527100004047,3,Small,Green
20260527100004046,4,Small,Red
20260527100004045,7,Big,Green
20260527100004044,5,Big,Green Violet
20260527100004043,9,Big,Green
20260527100004042,7,Big,Green
20260527100004041,7,Big,Green
20260527100004040,0,Small,Red Violet
20260527100004039,1,Small,Green
20260527100004038,2,Small,Red
20260527100004037,6,Big,Red
20260527100004036,1,Small,Green
20260527100004035,8,Big,Red
20260527100004034,3,Small,Green
20260527100004033,6,Big,Red
20260527100004032,4,Small,Red
20260527100004031,6,Big,Red
20260527100004030,1,Small,Green
20260527100004029,7,Big,Green
20260527100004028,6,Big,Red
20260527100004027,9,Big,Green
20260527100004026,4,Small,Red
20260527100004025,3,Small,Green
20260527100004024,5,Big,Green Violet
20260527100004023,7,Big,Green
20260527100004022,6,Big,Red
20260527100004021,1,Small,Green
20260527100004020,2,Small,Red
20260527100004019,3,Small,Green
20260527100004018,3,Small,Green
20260527100004017,2,Small,Red
20260527100004016,7,Big,Green
20260527100004015,4,Small,Red
20260527100004014,5,Big,Green Violet
20260527100004013,2,Small,Red
20260527100004012,0,Small,Red Violet
20260527100004011,5,Big,Green Violet
20260527100004010,6,Big,Red
20260527100004009,4,Small,Red
20260527100004008,0,Small,Red Violet
20260527100004007,2,Small,Red
20260527100004006,1,Small,Green
20260527100004005,8,Big,Red
20260527100004004,2,Small,Red
20260527100004003,4,Small,Red
20260527100004002,4,Small,Red
20260527100004001,7,Big,Green
20260527100004000,9,Big,Green
20260527100003999,5,Big,Green Violet
20260527100003998,5,Big,Green Violet
20260527100003997,4,Small,Red
20260527100003996,9,Big,Green
20260527100003995,2,Small,Red
20260527100003994,5,Big,Green Violet
20260527100003993,3,Small,Green
20260527100003992,3,Small,Green
20260527100003991,9,Big,Green
20260527100003990,3,Small,Green
20260527100003989,7,Big,Green
20260527100003988,0,Small,Red Violet
20260527100003987,4,Small,Red
20260527100003986,3,Small,Green
20260527100003985,6,Big,Red
20260527100003984,0,Small,Red Violet
20260527100003983,0,Small,Red Violet
20260527100003982,6,Big,Red
20260527100003981,7,Big,Green
20260527100003980,1,Small,Green
20260527100003979,6,Big,Red
20260527100003978,5,Big,Green Violet
20260527100003977,8,Big,Red
20260527100003976,9,Big,Green
20260527100003975,7,Big,Green
20260527100003974,6,Big,Red
20260527100003973,4,Small,Red
20260527100003972,8,Big,Red
20260527100003971,2,Small,Red
20260527100003970,8,Big,Red
20260527100003969,5,Big,Green Violet
20260527100003968,1,Small,Green
20260527100003967,9,Big,Green
20260527100003966,5,Big,Green Violet
20260527100003965,7,Big,Green
20260527100003964,7,Big,Green
20260527100003963,6,Big,Red
20260527100003962,6,Big,Red
20260527100003961,9,Big,Green
20260527100003960,7,Big,Green
20260527100003959,8,Big,Red
20260527100003958,0,Small,Red Violet
20260527100003957,1,Small,Green
20260527100003956,8,Big,Red
20260527100003955,8,Big,Red
20260527100003954,0,Small,Red Violet
20260527100003953,4,Small,Red
20260527100003952,2,Small,Red
20260527100003951,6,Big,Red
20260527100003950,4,Small,Red
20260527100003949,7,Big,Green
20260527100003948,7,Big,Green
20260527100003947,7,Big,Green
20260527100003946,3,Small,Green
20260527100003945,3,Small,Green
20260527100003944,5,Big,Green Violet
20260527100003943,8,Big,Red
20260527100003942,7,Big,Green
20260527100003941,6,Big,Red
20260527100003940,2,Small,Red
20260527100003939,1,Small,Green
20260527100003938,5,Big,Green Violet
20260527100003937,1,Small,Green
20260527100003936,0,Small,Red Violet
20260527100003935,9,Big,Green
20260527100003934,4,Small,Red
20260527100003933,7,Big,Green
20260527100003932,7,Big,Green
20260527100003931,1,Small,Green
20260527100003930,6,Big,Red
20260527100003929,8,Big,Red
20260527100003928,3,Small,Green
20260527100003927,7,Big,Green
20260527100003926,6,Big,Red
20260527100003925,7,Big,Green
20260527100003924,6,Big,Red
20260527100003923,3,Small,Green
20260527100003922,9,Big,Green
20260527100003921,2,Small,Red
20260527100003920,4,Small,Red
20260527100003919,4,Small,Red
20260527100003918,9,Big,Green
20260527100003917,0,Small,Red Violet
20260527100003916,5,Big,Green Violet
20260527100003915,9,Big,Green
20260527100003914,7,Big,Green
20260527100003913,1,Small,Green
20260527100003912,4,Small,Red
20260527100003911,0,Small,Red Violet
20260527100003910,5,Big,Green Violet
20260527100003909,1,Small,Green
20260527100003908,5,Big,Green Violet
20260527100003907,4,Small,Red
20260527100003906,5,Big,Green Violet
20260527100003905,8,Big,Red
20260527100003904,4,Small,Red
20260527100003903,7,Big,Green
20260527100003902,0,Small,Red Violet
20260527100003901,5,Big,Green Violet
20260527100003900,1,Small,Green
20260527100003899,2,Small,Red
20260527100003898,7,Big,Green
20260527100003897,1,Small,Green
20260527100003896,3,Small,Green
20260527100003895,2,Small,Red
20260527100003894,1,Small,Green
20260527100003893,5,Big,Green Violet
20260527100003892,3,Small,Green
20260527100003891,8,Big,Red
20260527100003890,5,Big,Green Violet
20260527100003889,0,Small,Red Violet
20260527100003888,0,Small,Red Violet
20260527100003887,4,Small,Red
20260527100003886,7,Big,Green
20260527100003885,5,Big,Green Violet
20260527100003884,1,Small,Green
20260527100003883,0,Small,Red Violet
20260527100003882,8,Big,Red
20260527100003881,1,Small,Green
20260527100003880,1,Small,Green
20260527100003879,3,Small,Green
20260527100003878,3,Small,Green
20260527100003877,2,Small,Red
20260527100003876,6,Big,Red
20260527100003875,6,Big,Red
20260527100003874,9,Big,Green
20260527100003873,6,Big,Red
20260527100003872,2,Small,Red
20260527100003871,7,Big,Green
20260527100003870,5,Big,Green Violet
20260527100003869,5,Big,Green Violet
20260527100003868,1,Small,Green
20260527100003867,0,Small,Red Violet
20260527100003866,2,Small,Red
20260527100003865,9,Big,Green
20260527100003864,0,Small,Red Violet
20260527100003863,5,Big,Green Violet
20260527100003862,5,Big,Green Violet
20260527100003861,6,Big,Red
20260527100003860,5,Big,Green Violet
20260527100003859,6,Big,Red
20260527100003858,0,Small,Red Violet
20260527100003857,7,Big,Green
20260527100003856,6,Big,Red
20260527100003855,1,Small,Green
20260527100003854,6,Big,Red
20260527100003853,8,Big,Red
20260527100003852,0,Small,Red Violet
20260527100003851,7,Big,Green
20260527100003850,2,Small,Red
20260527100003849,3,Small,Green
20260527100003848,9,Big,Green
20260527100003847,5,Big,Green Violet
20260527100003846,0,Small,Red Violet
20260527100003845,1,Small,Green
20260527100003844,0,Small,Red Violet
20260527100003843,5,Big,Green Violet
20260527100003842,2,Small,Red
20260527100003841,3,Small,Green
20260527100003840,7,Big,Green
20260527100003839,1,Small,Green
20260527100003838,8,Big,Red
20260527100003837,7,Big,Green
20260527100003836,5,Big,Green Violet
20260527100003835,0,Small,Red Violet
20260527100003834,8,Big,Red
20260527100003833,6,Big,Red
20260527100003832,8,Big,Red
20260527100003831,9,Big,Green
20260527100003830,7,Big,Green
20260527100003829,7,Big,Green
20260527100003828,5,Big,Green Violet
20260527100003827,2,Small,Red
20260527100003826,4,Small,Red
20260527100003825,5,Big,Green Violet
20260527100003824,3,Small,Green
20260527100003823,5,Big,Green Violet
20260527100003822,5,Big,Green Violet
20260527100003821,7,Big,Green
20260527100003820,9,Big,Green
20260527100003819,2,Small,Red
20260527100003818,0,Small,Red Violet
20260527100003817,5,Big,Green Violet
20260527100003816,6,Big,Red
20260527100003815,8,Big,Red
20260527100003814,6,Big,Red
20260527100003813,1,Small,Green
20260527100003812,8,Big,Red
20260527100003811,7,Big,Green
20260527100003810,3,Small,Green
20260527100003809,5,Big,Green Violet
20260527100003808,3,Small,Green
20260527100003807,2,Small,Red
20260527100003806,1,Small,Green
20260527100003805,1,Small,Green
20260527100003804,4,Small,Red
20260527100003803,1,Small,Green
20260527100003802,7,Big,Green
20260527100003801,6,Big,Red
20260527100003800,1,Small,Green
20260527100003799,8,Big,Red
20260527100003798,6,Big,Red
20260527100003797,6,Big,Red
20260527100003796,9,Big,Green
20260527100003795,6,Big,Red
20260527100003794,5,Big,Green Violet
20260527100003793,8,Big,Red
20260527100003792,1,Small,Green
20260527100003791,8,Big,Red
20260527100003790,3,Small,Green
20260527100003789,9,Big,Green
20260527100003788,4,Small,Red
20260527100003787,1,Small,Green
20260527100003786,7,Big,Green
20260527100003785,4,Small,Red
20260527100003784,0,Small,Red Violet
20260527100003783,0,Small,Red Violet
20260527100003782,1,Small,Green
20260527100003781,5,Big,Green Violet
20260527100003780,9,Big,Green
20260527100003779,4,Small,Red
20260527100003778,6,Big,Red
20260527100003777,1,Small,Green
20260527100003776,6,Big,Red
20260527100003775,9,Big,Green
20260527100003774,0,Small,Red Violet
20260527100003773,2,Small,Red
20260527100003772,8,Big,Red
20260527100003771,7,Big,Green
20260527100003770,1,Small,Green
20260527100003769,1,Small,Green
20260527100003768,9,Big,Green
20260527100003767,9,Big,Green
20260527100003766,4,Small,Red
20260527100003765,5,Big,Green Violet
20260527100003764,8,Big,Red
20260527100003763,5,Big,Green Violet
20260527100003762,2,Small,Red
20260527100003761,3,Small,Green
20260527100003760,5,Big,Green Violet
20260527100003759,5,Big,Green Violet
20260527100003758,2,Small,Red
20260527100003757,3,Small,Green
20260527100003756,6,Big,Red
20260527100003755,9,Big,Green
20260527100003754,9,Big,Green
20260527100003753,1,Small,Green
20260527100003752,8,Big,Red
20260527100003751,5,Big,Green Violet
20260527100003750,5,Big,Green Violet
20260527100003749,7,Big,Green
20260527100003748,2,Small,Red
20260527100003747,9,Big,Green
20260527100003746,5,Big,Green Violet
